id,name,town,status,confirmed,top_title,top_url,review_title,review_url
442,Commack Public Library,Commack,review,0,,,Schindler Elevator at The Smithtown Library: Commack Branch,https://www.youtube.com/watch?v=PzZR3absc0Y
443,North Babylon Public Library,North Babylon,review,0,,,Schindler RT Elevator at a Public Library in North York Toronto 4/8/2026,https://www.youtube.com/watch?v=gm3zSjGPQFc
444,Elmont Public Library,Elmont,review,0,,,"ThyssenKrupp Hydraulic Elevator at Elmont Memorial Library in Elmont, NY",https://www.youtube.com/watch?v=Su1i7CZHRgw
447,Lynbrook Village Hall,Lynbrook,unfilmed,0,,,,
448,Mineola Village Hall,Mineola,filmed,1,"Retrofitted Dover Holeless Hydraulic Elevator at Mineola Village Hall, Mineola, NY (for Frosty)",https://www.youtube.com/watch?v=_uiZK0v-HAk,,
452,Amityville Village Hall,Amityville,unfilmed,0,,,,
455,Farmingdale Village Hall,Farmingdale,review,0,,,"Modded and Original ThyssenKrupp Hydraulic Elevators, Gleeson Hall, SUNY Farmingdale, NY",https://www.youtube.com/watch?v=O67C2WAXdwY
457,New Hyde Park Village Hall,New Hyde Park,review,0,,,"Dover MRQ 25 (mod. Otis) elevator at Hyde Park Village (H Garage) - Tampa, FL",https://www.youtube.com/watch?v=tik1oWlhVZA
462,2 Huntington Quadrangle,Melville,filmed,2,"Armor and ThyssenKrupp Traction Elevators at 2 Huntington Quadrangle in Melville, NY",https://www.youtube.com/watch?v=LNfPIvGnayk,,
483,Lake Success Shopping Center,Lake Success,filmed,13,"Schindler / MEI Hydraulic Elevators at Target at Lake Success Shopping Center in Lake Success, NY",https://www.youtube.com/watch?v=LthEDxKfWcQ,,
491,Memorial Sloan Kettering Commack,Commack,unfilmed,0,,,,
511,New York Community Bancorp HQ,Hicksville,unfilmed,0,,,,
512,Bethpage Federal Credit Union HQ,Bethpage,unfilmed,0,,,,
537,East Hampton Village Green,East Hampton,review,0,,,Animated: Otis Elevators @ 224 East Main Street - Hampton City,https://www.youtube.com/watch?v=VIkiH_WWYuM
541,1770 House Restaurant & Inn,East Hampton,unfilmed,0,,,,
542,The Greenporter Hotel,Greenport,unfilmed,0,,,,
559,500 Old Country Rd,Garden City,filmed,1,Staley Hydraulic Elevators at 500 Old Country Road Garden City,https://www.youtube.com/watch?v=li2ZcT6lwaI,"My 500th Video! Staley Elevators at 393 Old Country Road in Carle Place, NY",https://www.youtube.com/watch?v=UNxBEBYCtNg
561,350 Jericho Turnpike,Jericho,filmed,6,"EPIC MOTOR: Awesome Armor Hydraulic Elevator at 350 Jericho Turnpike in Jericho, NY",https://www.youtube.com/watch?v=1DH4feQYLBY,"Modernized OTIS Hydraulic Elevator at 400 Jericho Turnpike in Jericho, NY",https://www.youtube.com/watch?v=Kdkg0eeDUzM
574,Sag Harbor Village Hall,Sag Harbor,review,0,,,"Westinghouse Adams Hydraulic Elevator @ Sag Harbor Inn - Sag Harbor, NY",https://www.youtube.com/watch?v=cVoI4cSuw7E
575,Westhampton Beach Village Hall,Westhampton Beach,unfilmed,0,,,,
576,Nassau County Traffic & Parking Agency,Hempstead,unfilmed,0,,,,
581,Jericho Middle / High School,Jericho,unfilmed,0,,,,
583,William A. Shine Great Neck South High School,Great Neck,unfilmed,0,,,,
584,Garden City High School,Garden City,review,0,,,"2016 ThyssenKrupp Hydraulic Elevator - Garden City, NY",https://www.youtube.com/watch?v=7qMh9KN_skU
587,Half Hollow Hills High School East,Dix Hills,filmed,1,"LOUD Schindler Elevator at Half Hollow Hills High School East in Dix Hills, NY",https://www.youtube.com/watch?v=ECqsWRXC_Sg,"Dover Elevator at Half Hollow Hills Community Library Melville Branch in Melville, NY",https://www.youtube.com/watch?v=sRpWds7_7fo
590,Bethpage High School,Bethpage,filmed,1,"(Side door) Elevator at Bethpage high school, 10 Cherry Ave, Bethpage, NY",https://www.youtube.com/watch?v=z3GQcong4AU,Barist South Elevator at My High School,https://www.youtube.com/watch?v=nI4jEo4JQZc
591,Oheka Castle,Huntington,unfilmed,0,,,,
592,Planting Fields — Coe Hall,Oyster Bay,review,0,,,"1921 Otis Elevator and Controls, Coe Hall",https://www.youtube.com/watch?v=acK3sqMwB_M
594,Sagamore Hill — Roosevelt Home,Oyster Bay,unfilmed,0,,,,
597,Adventureland Amusement Park,Farmingdale,unfilmed,0,,,,
599,Splish Splash Water Park,Calverton,unfilmed,0,,,,
601,Temple Beth-El of Great Neck,Great Neck,unfilmed,0,,,,
602,Islamic Center of Long Island,Westbury,unfilmed,0,,,,
615,Jericho Terrace Plaza,Mineola,review,0,,,"Dover Impulse/Burlington? Hydraulic Elevators @ 1 Jericho Plaza, Jericho, NY",https://www.youtube.com/watch?v=EuXZlNw5RGI
